name,price,category,source,url,scraped_at,source_label
PC Portable HP EliteBook 840 G8 11éme Gen 14 pouces I7 256Go 16Go RAM | PRIX,10656.04,laptops,micromagma,,2026-06-12T15:49:34.127805,
VESTE À MANCHES COURTES,791.09,vetements,zara,,2026-06-12T15:49:35.303073,
"Smart TV 32"" QLED - WhaleOS - Wifi - Récepteur Intégré - HD 2.4/5GHz Bluetooth + Support Mural",1297.24,tv,jumia,,2026-06-12T15:49:35.591228,
Pantacourt basique crop fit,60.57,vetements,jumia,,2026-06-12T15:49:35.925318,
"tablette 4G WIFI 10.1"" 4GO RAM 64GO ROM FHD(Pochette+Clavier+Stylet+écouteurs+Souris sans fil Gratui",1613.54,smartphones,jumia,,2026-06-12T15:49:36.217486,
Xiaomi 15T Pro 1To 12Go RAM – Prix,7443.93,smartphones,micromagma,,2026-06-12T15:49:37.675940,
Télévision Visio 65 pouces SMART TV 4K UHD | PRIX,6331.63,tv,micromagma,,2026-06-12T15:49:37.968108,
Unité centrale i5 Ram 16Go -SSD 256Go 6éme Gén - Remis à Neuf,2093.96,laptops,jumia,,2026-06-12T15:49:39.363212,
Veste Bomber Basique À Col Chemise Et Poches Pour Femme - B9422AX.,187.04,vetements,jumia,,2026-06-12T15:49:39.966074,
TCL 43 Smart Tv QLED 4K UHD Google tv Dolby Vision HDR10+ 43P7K | PRIX,3407.37,tv,micromagma,,2026-06-12T15:49:41.488345,
TOP EN MAILLE POINTELLE,316.07,vetements,zara,,2026-06-12T15:49:42.117163,
T-Shirt Pour Femmes 100% Cotton - Noir,109.16,vetements,jumia,,2026-06-12T15:49:43.008755,
ProDesk 600 G1 Tour i5-4590 - 8Go - 256Go - GT 720 1GB - Remis A Neuf,1383.81,laptops,jumia,,2026-06-12T15:49:43.292041,
LED - Smart TV - 43 pouce Android 13 Frameless avec support GRATUIT (12 mois garantie),1925.68,tv,jumia,,2026-06-12T15:49:43.578789,
"HAIER Smart TV 50"" 4K UHD Smart Google TV Dolby Audio, HDR10, HDMI x4 + Support Gratuit, 2 ans garantie, H50K85FUX",3515.9,tv,marjane,,2026-06-12T15:49:44.178646,
Oppo Find X9 Pro 512Go 16Go RAM – Prix,10414.43,smartphones,micromagma,,2026-06-12T15:49:44.972784,
HP EliteBook 830 G11 13.3 pouces 512Go 8Go RAM A36YZET – Prix,24948.33,laptops,micromagma,,2026-06-12T15:49:45.297964,
ZTE Blade V50 Vita 4G 256Go 14Go RAM | PRIX,1256.28,smartphones,micromagma,,2026-06-12T15:49:45.574059,
"55 Crystal UHD 4K Smart TV One UI Tizen, HDR10+, design MetalStream + Support gratuit, 55U8000",4575.5,tv,jumia,,2026-06-12T15:49:46.715599,
"65 QLED 4K UHD Smart Google TV, HDR10+, Audio Dolby, 120Hz + Support Gratuit, QLED65GU25DK",7103.41,tv,jumia,,2026-06-12T15:49:47.022305,
Doogee Note 56 Pro 128Go 4Go RAM | PRIX,1066.12,smartphones,micromagma,,2026-06-12T15:49:48.532740,
Infinix Hot 40 256Go 16Go RAM | PRIX,1728.79,smartphones,micromagma,,2026-06-12T15:49:48.815389,
Asus ExpertBook B1402CV I5 1335U 14 pouces 512Go 16Go RAM | PRIX,7038.52,laptops,micromagma,,2026-06-12T15:49:49.130772,
HOT 60i - IPS LCD 120Hz (128Go ROM / 6GB jusqu'à 12 Go) Helio G81 Ultimate -5160mAH/45W - Titanium,1346.99,smartphones,jumia,,2026-06-12T15:49:50.412999,
Samsung Galaxy A26 5G 128Go 6Go RAM | PRIX,1984.45,smartphones,micromagma,,2026-06-12T15:49:52.986130,
TV Android 32 pouces 2025 - Assistant Google™ Bluetooth™ Dolby Audio™ plus support tv,1573.25,tv,jumia,,2026-06-12T15:49:54.398108,
Short legging femme à taille élastique - Noir,53.94,vetements,jumia,,2026-06-12T15:49:54.669749,
Apple Macbook Pro 2023 14 pouces M3 Pro 512Go 18Go RAM | PRIX,19532.2,laptops,micromagma,,2026-06-12T15:49:56.190579,
Smart TV 32 pouces HTV32S,1434.71,tv,jumia,,2026-06-12T15:49:57.814871,
Écouteurs intra-auriculaires TWS Bluetooth 5.0 contrôle tactile,66.39,smartphones,jumia,,2026-06-12T15:49:58.101302,
Woman Regular Fit Bike Neck Tunic - Black,74.41,vetements,jumia,,2026-06-12T15:49:58.397338,
HP Pav x360 i7-1355U 14 pouces 512Go 16Go RAM B63KVEA – Prix,12128.89,laptops,micromagma,,2026-06-12T15:49:59.613714,
Xiaomi Redmi 15C 128Go 6Go RAM – Prix,1253.8,smartphones,micromagma,,2026-06-12T15:50:00.278884,
CHEMISE À RAYURES ZW COLLECTION,709.22,vetements,zara,,2026-06-12T15:50:00.875644,
Cyborg 15 A13VE i7 13620H 32GB 1TB SSD RTX 4050,15938.14,laptops,jumia,,2026-06-12T15:50:01.751574,
Chemise oversize col classique tissée - Bleu.,52.87,vetements,jumia,,2026-06-12T15:50:02.145949,
Xiaomi Poco C85 4G 256Go 8Go RAM | PRIX,1280.45,smartphones,micromagma,,2026-06-12T15:50:03.436991,
Motorola Razr 60 Ultra 512Go 16Go RAM | PRIX,5761.79,smartphones,micromagma,,2026-06-12T15:50:03.723593,
"DELL Latitude 5550 ultra 7-155U 15,6 pouces 512Go 16Go RAM DL-LAT5550-U7-FD – Prix",13532.36,laptops,micromagma,,2026-06-12T15:50:07.247471,
Honor 400 Lite 256Go 8Go RAM | PRIX,2531.42,smartphones,micromagma,,2026-06-12T15:50:07.532028,
Katana 17 B13VGK i7 13620H 32 Go 1 To SSD RTX 4070,21409.45,laptops,jumia,,2026-06-12T15:50:12.849553,
"32 HD LED Sans Cadre, HDMI, USB, Récepteur intégré + TNT + Support Mural",913.58,tv,jumia,,2026-06-12T15:50:13.121533,
HP EliteBook x360 1040 G9 i5-1235U Hybride 14 pouces 256Go 16Go RAM 5P7V2ES | PRIX,23230.92,laptops,micromagma,,2026-06-12T15:50:14.430463,
Xiaomi Poco F8 Pro 256Go 12Go RAM – Prix,5950.91,smartphones,micromagma,,2026-06-12T15:50:14.714886,
Google Pixel 9 Pro XL 128Go 16Go RAM – Prix,6512.98,smartphones,micromagma,,2026-06-12T15:50:15.027394,
Pantalon Pour Femme - Beige,111.75,vetements,jumia,,2026-06-12T15:50:16.516005,
Chemise Pour Femmes - Beige,130.26,vetements,jumia,,2026-06-12T15:50:16.810758,
HISENSE Smart TV UHD 4K 85 pouces HIS85A6N | PRIX,12276.28,tv,micromagma,,2026-06-12T15:50:18.091075,
Samsung Galaxy S22+ Plus 5G 256Go 8Go RAM | PRIX,3103.77,smartphones,micromagma,,2026-06-12T15:50:18.679463,
PC PORTABLE HP ELITEBOOK 840 G5 8ÉME GÉN-CORE I5-8Go-256 Go SSD-Remise à neuf,2746.51,laptops,jumia,,2026-06-12T15:50:20.041255,
Robe drapée en mousseline,154.17,vetements,jumia,,2026-06-12T15:50:20.356476,
Pc HP ProDesk 400G3 SFF Pentium 6éme Génération Ram 4Go 256Go SSD -remis à neuf,813.88,laptops,jumia,,2026-06-12T15:50:20.668960,
HP 460 G11 Intel Core Ultra 5 125U 16 pouces 512Go 8Go RAM A38FRET – Prix,9238.95,laptops,micromagma,,2026-06-12T15:50:22.138188,
Woman A Line Knitted Skirt - Black.,75.72,vetements,jumia,,2026-06-12T15:50:24.121098,
"50"" GOOGLE TV - 4K UHD Smart Officiel, Dolby AUDIO, HDR10, Qualité japonaise, garantie 2 ans + Suppo",3490.5,tv,jumia,,2026-06-12T15:50:24.442684,
"Montre Intelligente G-Tab avec Bluetooth, Écran Tactile, Carte SIM et Caméra Produit vendu par asmamashop",178.12,smartphones,marjane,,2026-06-12T15:50:24.743732,
LED - Smart TV - 50 pouce Android TV avec support GRATUIT (12 mois garantie),2920.76,tv,jumia,,2026-06-12T15:50:27.858299,
Bermuda - Noir.,38.43,vetements,jumia,,2026-06-12T15:50:28.206913,
"Stylet intelligent universel pour écran tactile, stylo pour Android IOS",113.39,smartphones,jumia,,2026-06-12T15:50:28.490314,
Google Pixel 9a 128Go 8Go RAM – Prix,4159.21,smartphones,micromagma,,2026-06-12T15:50:29.638472,
HP EliteBook 1040 G11 Ultra 7 165H 14 pouces 512Go 16Go RAM A36Z6ET – Prix,32863.72,laptops,micromagma,,2026-06-12T15:50:30.315070,
"55 Crystal UHD 4K Smart TV One UI Tizen, HDR10+, design MetalStream + Support gratuit, 55U8075",4830.52,tv,jumia,,2026-06-12T15:50:31.970169,
Robe Pour Femme - Bleu,106.7,vetements,jumia,,2026-06-12T15:50:32.339083,
"Smart TV 55"" QLED 4K UHD Smart Google TV, Dolby Vision, HDR10+, HDMI x4, 2 ans garantie + Support Gratuit, H55S80FUX",4774.08,tv,marjane,,2026-06-12T15:50:32.904080,
Apple Macbook Pro 2023 16 pouces M3 Pro 512Go 36Go RAM | PRIX,24372.31,laptops,micromagma,,2026-06-12T15:50:33.752943,
"Galaxy A06 - 6,7"" - 128 Go - 6 Go RAM – Light Blue",1140.98,smartphones,jumia,,2026-06-12T15:50:35.219803,
H P 800 G3 Mini i5 6ème - 8Go DDR4 - 256Go SSD Remis à Neuf,1291.41,laptops,jumia,,2026-06-12T15:50:35.785268,
Samsung Galaxy S24 FE 128Go 8Go RAM – Prix,4369.9,smartphones,micromagma,,2026-06-12T15:50:36.941426,
VIVO X200 PRO 512Go 16Go RAM – Prix,8287.38,smartphones,micromagma,,2026-06-12T15:50:37.626582,
"TV Smart 42"" – HEVC Advance, Audio Dolby, HDMI, Ci+ - 42GLEDSHP",2371.98,tv,jumia,,2026-06-12T15:50:38.847501,
"Tablette-iPad 6ème-9.7""-ROM 32 Go-RAM 4Go-iPAD OS17-GRIS-Caméra frontale 2-Caméra arrière 8- 4G+Wi-F",1698.46,smartphones,jumia,,2026-06-12T15:50:39.133115,
Jupe Moulante - Noir,87.9,vetements,jumia,,2026-06-12T15:50:39.412306,
PC PORTABLE Elitebook 840 G3 I5 6EME 8G/256GB Remis a Neuf,2339.25,laptops,jumia,,2026-06-12T15:50:42.421491,
"50 4K UHD AI Smart TV webOS HDR10 Pro, Processeur a7 Gen 8 + Support Gratuit, 50UA73006",4061.43,tv,jumia,,2026-06-12T15:50:43.041362,
HP Z Fly 16 G11 U7-155U 16 pouces 512Go 16Go RAM 5G4H6ES | PRIX,14665.05,laptops,micromagma,,2026-06-12T15:50:44.676794,
Xiaomi TV Stick 4K | PRIX,636.24,tv,micromagma,,2026-06-12T15:50:44.994362,
ROBE HALTER BIMATIÈRE,410.16,vetements,zara,,2026-06-12T15:50:45.570393,
Top Pour Femmes Polyester - Kaki,88.5,vetements,jumia,,2026-06-12T15:50:46.707078,
DELL Latitude 5420 i5 11eme Gen 512Go 16Go RAM | PRIX,4400.2,laptops,micromagma,,2026-06-12T15:50:47.872592,
Xiaomi Redmi Note 13 Pro + Plus 5G 256Go 8Go RAM | PRIX,3070.73,smartphones,micromagma,,2026-06-12T15:50:48.157138,
Apple MacBook Air 15 pouces M4 CPU 10 cœurs GPU 10 cœurs 256Go 16Go RAM – Prix,14276.95,laptops,micromagma,,2026-06-12T15:50:48.441944,
"65 4K Crystal UHD Smart TV Tizen HDR10+, Son OTS Lite, Design Sans Bords + Support gratuit, 65U8200F",7797.47,tv,jumia,,2026-06-12T15:50:49.844031,
"32 HD Smart Google Tv HDR10 Frameless Dolby Audio, Contrôle Vocal, 2 ans garantie + Support gratuit",1537.36,tv,jumia,,2026-06-12T15:50:50.183094,
"A07 – 6,7"" – 64 GB + 4 GB Ram – Violet",987.67,smartphones,jumia,,2026-06-12T15:50:50.488642,
"Montre Connectée Enfant intelligente, Carte SIM Appels, SOS, Caméra",153.35,smartphones,jumia,,2026-06-12T15:50:54.827371,
Pull tricot à col V Coupe décontractée,65.56,vetements,jumia,,2026-06-12T15:50:55.740811,
PC Portable - HP - Probook 460 G11 - Intel Core Ultra 5 - 8 Go RAM - SSD 512 Go,10227.33,laptops,marjane,,2026-06-12T15:50:56.555220,
HONOR X6C 128Go 6Go RAM – Prix,1361.92,smartphones,micromagma,,2026-06-12T15:50:57.350675,
Google Pixel 9a 256Go 8Go RAM – Prix,4503.76,smartphones,micromagma,,2026-06-12T15:50:58.111976,
T-shirt Tricoté Femme Coupe Oversize Col Rond Manches Courtes - Orange.,37.23,vetements,jumia,,2026-06-12T15:50:59.458919,
Xiaomi Poco F7 Pro 256Go 12Go RAM Avec Chargeur – Prix,4691.75,smartphones,micromagma,,2026-06-12T15:51:01.568195,
Apple iPhone 11 128Go | PRIX,3470.48,smartphones,micromagma,,2026-06-12T15:51:01.840106,
Apple iPhone 17 Pro Max 256Go USA | PRIX,14051.49,smartphones,micromagma,,2026-06-12T15:51:02.264651,
T-SHIRT COURT MANCHES COURTES,228.52,vetements,zara,,2026-06-12T15:51:02.649584,
Lenovo IdeaPad Slim 3 15IRH8 15.6 pouces 512Go 16Go RAM – Prix,6581.08,laptops,micromagma,,2026-06-12T15:51:06.537212,
Robe Longue Imprimée Turc Pourpre - R4803E25,89.02,vetements,jumia,,2026-06-12T15:51:08.364842,
PC Portable ELITEBOOK X360 G2 I5-7éme -8GB- 256GB SSD - TACTILE -REMIS À NEUF/,3426.51,laptops,jumia,,2026-06-12T15:51:08.892261,
"Montre Connectée Enfant intelligente, Carte SIM pour Appels SOS, Caméra",143.17,smartphones,jumia,,2026-06-12T15:51:09.302773,
PC PORTABLE HP 14 i7-1355U 8GB 512SSD Windows 11 Home,9763.1,laptops,marjane,,2026-06-12T15:51:10.668428,
Apple MacBook Pro 2024 M4 Pro 16 pouces 512Go 24Go RAM | PRIX,22122.99,laptops,micromagma,,2026-06-12T15:51:12.646798,
TOP À BRETELLES EN DENTELLE,320.29,vetements,zara,,2026-06-12T15:51:13.069968,
"65 4K UHD Smart Android TV, Film USB, HDMI, YouTube + Support Gratuit",4836.09,tv,jumia,,2026-06-12T15:51:15.962823,
Apple Iphone 15 + Plus 512Go Version Europe | PRIX,8383.87,smartphones,micromagma,,2026-06-12T15:51:19.066981,
Apple Macbook Pro 2023 M3 Pro 14 pouces 1To 36Go RAM | PRIX,34561.58,laptops,micromagma,,2026-06-12T15:51:19.978837,
BODY DÉCOLLETÉ CŒUR BRETELLES,323.66,vetements,zara,,2026-06-12T15:51:20.896442,
Smart Android TV 32 QLED avec IP Station,1637.77,tv,jumia,,2026-06-12T15:51:21.537514,
"Casque Bluetooth P9 sans fil avec micro, anti bruit avec Entrée jack et Carte SD - Noir",71.27,smartphones,jumia,,2026-06-12T15:51:21.851753,
Chaussettes Courtes Coton 5 Femme,58.31,vetements,jumia,,2026-06-12T15:51:22.363678,
"Oppo Reno 13 5G - 512 Go / 12 Go RAM - Double SIM - Caméra 50MP - Écran 6,59"" - Batterie 5600mAh - Plume White",6567.72,smartphones,marjane,,2026-06-12T15:51:22.731020,
Huawei Mate XT 1To 16Go RAM – Prix,28610.53,smartphones,micromagma,,2026-06-12T15:51:23.750071,
Télévision CHIQ SMART TV 40 Pouces – Prix,2708.08,tv,micromagma,,2026-06-12T15:51:24.523197,
ROBE CHEMISE À LACETS ZW COLLECTION,667.4,vetements,zara,,2026-06-12T15:51:25.525130,
"32 Smart TV Android HD Récepteur Intégré + TNT + HDMI + USB, Support Mural",1116.61,tv,jumia,,2026-06-12T15:51:26.684916,
"Télévision TCL Smart TV HD, 32 pouces 32S5200 | PRIX",1649.16,tv,micromagma,,2026-06-12T15:51:28.019332,
Samsung Galaxy A34 5G 128Go 6Go RAM | PRIX,1454.48,smartphones,micromagma,,2026-06-12T15:51:28.633713,
Top Pour Femmes Polyester - Beige,126.15,vetements,jumia,,2026-06-12T15:51:30.190718,
"PC Portable HP EliteBook 840 - 14"" - Intel Core i5 - 8GB RAM + 500 GO HDD - SOURIS GRATUIT - Remis à",1990.75,laptops,jumia,,2026-06-12T15:51:30.603180,
Télévision Echolink SMart TV 43 Pouces – Prix,1892.97,tv,micromagma,,2026-06-12T15:51:32.233989,
Apple Mac Mini M2 256Go 8Go RAM – Prix,8455.94,laptops,micromagma,,2026-06-12T15:51:32.606067,
"32 HD Smart TV One UI Tizen, HDR, TV Plus gratuit + Support Gratuit, 32H5000F",1360.3,tv,jumia,,2026-06-12T15:51:34.488052,
"43 4K UHD smart Tv Cinema screen AI ThinQ, 5 Gen7 Processor, FILMMAKER Mode",3718.97,tv,jumia,,2026-06-12T15:51:35.337540,
PC PORTABLE DELL Latitude 3450 i7-1355U 16GB 512SSD FREEDOS,13077.31,laptops,marjane,,2026-06-12T15:51:36.051172,
REDMI NOTE 13 PRO + PLUS 5G 8Go RAM 256Go,3144.65,smartphones,micromagma,,2026-06-12T15:51:36.761754,
Realme GT 7 256Go 12Go RAM | PRIX,4315.05,smartphones,micromagma,,2026-06-12T15:51:37.553441,
Ordinateur de bureau Pro Mini 260 G9 (9H6E0ET),5832.93,laptops,jumia,,2026-06-12T15:51:39.060992,
"ProDesk 600 G3 Mini Intel 8Go RAM 256Go SSD + Écran 20"" E201 – Compact et ultra-rapide pour votre bu",1520.14,laptops,jumia,,2026-06-12T15:51:39.408652,
Combinaison Imprimée Feuilles Bleues - CB435E24,90.3,vetements,jumia,,2026-06-12T15:51:39.806666,
Télévision Samsung Smart TV 55Q80A 55 pouces QLED – Prix,9242.33,tv,micromagma,,2026-06-12T15:51:41.386848,
ZTE nubia Z60S Pro 256Go 12Go RAM | PRIX,4434.84,smartphones,micromagma,,2026-06-12T15:51:41.782707,
Pc portable Vivobook 15 -I7 -16GB -1TB SSD -W11,10091.58,laptops,jumia,,2026-06-12T15:51:43.608183,
Cyborg 15 B2RWFKG 15.6-inch FHD 144Hz - INTEL Core 9-270H - RTX 5060 - 32GB - 1TB - Produit Neuf Sa,16626.56,laptops,jumia,,2026-06-12T15:51:43.967429,
Ecouteurs filaire avec microphone pour iPhone 7/7plus 8/8plusmax/Xr max 11/pro,38.69,smartphones,jumia,,2026-06-12T15:51:44.357660,
"Samsung Galaxy S23, 128Go 8Go RAM | PRIX",4999.31,smartphones,micromagma,,2026-06-12T15:51:45.877237,
Samsung Galaxy M55 5G 256Go 8Go RAM | PRIX,3384.14,smartphones,micromagma,,2026-06-12T15:51:46.254840,
Apple Macbook Pro 2023 14 pouces M3 512Go 8Go RAM | PRIX,17870.54,laptops,micromagma,,2026-06-12T15:51:46.633916,
Ring Light 26cm + Trepied Tripod Avec Support Téléphone RingLight,89.77,smartphones,jumia,,2026-06-12T15:51:48.588070,
"43 QLED 4K UHD Smart Google TV, Dolby Vision HDR10+, Mince & Corps Uni + Support gratuit, 43P7K",3287.57,tv,jumia,,2026-06-12T15:51:48.928902,
Apple MacBook Pro 14 M5 CPU 10 Cœurs GPU 10 Cœurs 1To 16Go RAM – Prix,20003.93,laptops,micromagma,,2026-06-12T15:51:51.035542,
SAC BANDOULIÈRE DOUBLE POCHE,401.36,vetements,zara,,2026-06-12T15:51:52.037956,
LED TV 32 Pouce Récepteur Intégré +TNT +HDMI +USB,978.48,tv,jumia,,2026-06-12T15:51:52.469006,
Sweat-Shirt Tunique Basique À Col Montant Zippé Et Coupe Classique Pour Femme - B4306AX,128.76,vetements,jumia,,2026-06-12T15:51:52.817682,
"Buds 4 Active Earphone TWS, Bluetooth 5.3, Noise Cancelling, Waterproof",218.43,smartphones,jumia,,2026-06-12T15:51:53.170677,
Spark 40C - 8+256GB - 6000mAh - Ink Black,1477.33,smartphones,marjane,,2026-06-12T15:51:53.581359,
PC PORTABLE LENOVO IPS3 RYZEN 5 8GB 256GB SSD WINDOWS 11 V26 – Performance Fluide et Écran IPS,6464.22,laptops,marjane,,2026-06-12T15:51:53.894038,
"Smart TV 50"" - MORSAT - Android 14 - 4K UHD - Récepteur TNT",2715.67,tv,marjane,,2026-06-12T15:51:54.212709,
Motorola Moto G86 5G 256Go 8Go RAM – Prix,2330.85,smartphones,micromagma,,2026-06-12T15:51:54.884492,
Télévision SAMSUNG tv 55 serie 6 Serie C QLED QA55Q60CAUXMV – Prix,7186.91,tv,micromagma,,2026-06-12T15:51:55.253953,
TOP À FRONCES ET LIENS,295.41,vetements,zara,,2026-06-12T15:51:56.075847,
VESTE AJUSTÉE AVEC LAINE ZW COLLECTION,1408.54,vetements,zara,,2026-06-12T15:51:56.488867,
"32"" Smart Tv - série 5 - TNT - Récepteur - Abonnement 12 Mois - Noir",1868.23,tv,jumia,,2026-06-12T15:51:56.927476,
Top En Maille Col V Beige - TOP2402E24,38.61,vetements,jumia,,2026-06-12T15:51:57.669686,
MSI-Vector 16 HX AI A2XWHG-683MA | 16(240Hz) QHD | Intel Core Ultra 9 275HX | 32GB DDR5 | 1TB SSD Gen 4 | RTX 5070Ti | W11H,28373.13,laptops,marjane,,2026-06-12T15:51:58.080264,
"Pc portable Asus Vivobook 15 X1504VA - intel® Core™ i7 - RAM: 16Go / 1To SSD - 15.6""",8100.5,laptops,marjane,,2026-06-12T15:51:58.423292,
Télévision Echolink SMart TV 40 Pouces – Prix,2567.56,tv,micromagma,,2026-06-12T15:51:59.474915,
Xiaomi TV A 50 pouces 2026 | PRIX,3644.54,tv,micromagma,,2026-06-12T15:51:59.824018,
SHORT EN DENIM TRF TAILLE HAUTE DÉCHIRURES,384.37,vetements,zara,,2026-06-12T15:52:00.893941,
"50 Smart Tv 4K UHD, Google TV, Dolby Audio, HDR, connectivité complète",3044.37,tv,jumia,,2026-06-12T15:52:01.221448,
Casque Bluetooth Sans Fil Oreil de Chats pour Enfants et Filles - Vert,96.11,smartphones,jumia,,2026-06-12T15:52:01.630529,
Samsung Galaxy A17 5G 256Go 8Go RAM | PRIX,2114.16,smartphones,micromagma,,2026-06-12T15:52:03.803885,
Apple Iphone 15 128Go Version Europe | PRIX,5791.97,smartphones,micromagma,,2026-06-12T15:52:04.097031,
COMBINAISON FLUIDE MANCHES COURTES,600.79,vetements,zara,,2026-06-12T15:52:05.388505,
PC Gamer - 16GB RAM - SSD 256GB + 500GB - Radeon RX 520 2GB - Gaming léger GTA V & Fortnite,1511.54,laptops,jumia,,2026-06-12T15:52:05.665712,
Ring Light 20cm + Trepied Noir Tripod Studio photo RingLight 3 Lumiere,90.17,smartphones,jumia,,2026-06-12T15:52:05.955192,
"Smart TV 43"" Android.14 FHD - Récepteur Intégré +TNT +HDMI +USB",1953.84,tv,jumia,,2026-06-12T15:52:06.231733,
Oppo Reno 15 512Go 12Go RAM – Prix,6178.99,smartphones,micromagma,,2026-06-12T15:52:07.778450,
Tecno Spark 40 Pro 256Go 8Go RAM – Prix,1920.53,smartphones,micromagma,,2026-06-12T15:52:08.128967,
ROBE MINI SATINÉE À FAJÍN,426.61,vetements,zara,,2026-06-12T15:52:08.475418,
ROBE MI-LONGUE JACQUARD ZW COLLECTION,842.56,vetements,zara,,2026-06-12T15:52:08.764078,
Sweat-Shirt Basique Décontracté À Capuche Pour Femme - E1995AX,143.77,vetements,jumia,,2026-06-12T15:52:09.512673,
Camisole Côtelée Ajustée à Col En U,48.84,vetements,jumia,,2026-06-12T15:52:09.821399,
Veste Blazer Oversize Pour Femme - D9376AX,282.39,vetements,jumia,,2026-06-12T15:52:10.129877,
Apple iMac 24 M3 2To 24Go RAM | PRIX,40172.67,laptops,micromagma,,2026-06-12T15:52:11.508665,
"LENOVO LOQ 15IAX9E i5-12450HX 15,6 pouces 512Go 16Go RAM 83LK006SFE | PRIX",7940.63,laptops,micromagma,,2026-06-12T15:52:11.749071,
"32 Smart Android Tv 32S5400AF, HDR10 ,Google Assistant Bluetooth, Dolby Audio",1490.03,tv,jumia,,2026-06-12T15:52:13.854964,
PC PORTABLE ELITEBOOK 840 G5 8ÉME GÉN-CORE I5-32Go-1000Go SSD-AZERTY-Remise à neuf,4692.18,laptops,jumia,,2026-06-12T15:52:14.217034,
LENOVO ThinkPad T14s SD-X1E-78100 14 pouces 1To 32Go RAM 21N10008FE | PRIX,21783.93,laptops,micromagma,,2026-06-12T15:52:15.756240,
Honor 400 512Go 12Go RAM | PRIX,4331.84,smartphones,micromagma,,2026-06-12T15:52:16.047525,
MINI JUPE IMPRIMÉE NID D'ABEILLE,431.38,vetements,zara,,2026-06-12T15:52:16.329338,
Survêtement femme Jogging En Molleton - Gris,128.92,vetements,jumia,,2026-06-12T15:52:17.325380,
"City 100 6,75"" C67L 256GB - 12GB (8+4) - PURE TITANIUM + Haut parleur Bluetooth & Support téléphone",1062.06,smartphones,jumia,,2026-06-12T15:52:17.639298,
Écouteurs Bluetooth sans fil BudsNeo Pro - Noir,121.1,smartphones,jumia,,2026-06-12T15:52:17.945487,
ASUS VIVOBOOK S5406SA-QD138W Ultra 5-226V 14 pouces 512Go 16Go RAM 90NB15R2-M00H50 | PRIX,12716.13,laptops,micromagma,,2026-06-12T15:52:19.295855,
Samsung Galaxy A16 LTE 128Go 6Go RAM – Prix,1847.02,smartphones,micromagma,,2026-06-12T15:52:19.657847,
Realme GT 7T 256Go 12Go RAM – Prix,3902.0,smartphones,micromagma,,2026-06-12T15:52:20.068330,
CHEMISE COURTE BRODERIES PAILLETTES,445.87,vetements,zara,,2026-06-12T15:52:20.399130,
"55"" GOOGLE TV - 4K UHD Smart Officiel, Dolby AUDIO, HDR10, Qualité japonaise, garantie 2 ans + Suppo",4206.34,tv,jumia,,2026-06-12T15:52:21.620763,
"Smart TV LED 32"" Android + Abonnement Chaine 12 Mois",1111.68,tv,jumia,,2026-06-12T15:52:21.901978,
PC PORTABLE LENOVO CELERON N4500 8GB 256GB SSD WINDOWS 11 V26 – Performance Essentielle et Usage Quotidien,4081.99,laptops,marjane,,2026-06-12T15:52:22.901693,
HP Elite Tower 800 G9 i7-14700 512Go 16Go RAM 99B37ET – Prix,26568.51,laptops,micromagma,,2026-06-12T15:52:23.465453,
"Cyborg 15 AI A1VEK Ultra 7 155H, 32GB de RAM, 1TB SSD, RTX 4050",22252.3,laptops,jumia,,2026-06-12T15:52:24.953942,
pack Combo avec Smart Watch Ultra 8 Montre Intelligente et Ecouteur Sans Fil Bluetooth,101.82,smartphones,jumia,,2026-06-12T15:52:25.402600,
Woman Slim Fit Long Sleeve T-Shirt - Brown - E4746AX.,68.62,vetements,jumia,,2026-06-12T15:52:25.750339,
MSI GF65 Thin 10UE-077MA i7-10750H-16-512/RTX3060 6 Go/15.6/144Hz IPS,17290.17,laptops,marjane,,2026-06-12T15:52:26.109992,
Apple MacBook Pro 14 M3 512Go 18Go RAM – Prix,22260.59,laptops,micromagma,,2026-06-12T15:52:27.030300,
Samsung Galaxy A50 128 Go | PRIX DERB GHALLEF,1073.9,smartphones,micromagma,,2026-06-12T15:52:27.328001,
PC Portable HP EliteBook 840 G5 I5 8eme Gen 256Go 8Go RAM – Prix,2795.9,laptops,micromagma,,2026-06-12T15:52:27.641003,
"T-shirt femme en maille, col rond, manches courtes – Noir.",38.85,vetements,jumia,,2026-06-12T15:52:28.953627,
"43 FHD Smart Google TV Original, Télé Vocale + Find my remote, Bluetooth + Support Gratuit",2308.33,tv,jumia,,2026-06-12T15:52:29.319139,
Halo 2S Écouteurs Filaire OEP-E21P,46.56,smartphones,jumia,,2026-06-12T15:52:29.641568,
PC portable IPS3 Ryzen 5 8 Go 512 Go Windows 11 Lenovo,5919.08,laptops,marjane,,2026-06-12T15:52:30.064019,
Télévision MORSAT SMART TV 40 pouces – Prix,2662.4,tv,micromagma,,2026-06-12T15:52:31.096783,
Télévision MORSAT SMART TV 50 pouces – Prix,3790.92,tv,micromagma,,2026-06-12T15:52:31.850732,
"Smart TV Led 55"" Android + Abonnement Chaine 12 Mois",3527.51,tv,jumia,,2026-06-12T15:52:33.306832,
Casque Bluetooth Q1 avec Microphone Radio FM support Micro SD / Auxiliaire - noir,84.71,smartphones,jumia,,2026-06-12T15:52:33.906344,
