name,price,category,source,url,scraped_at,source_label
"Pack ProDesk Pentium G3420 - 8Go, 500Go Ecran HP 20'' ( Remis à Neuf )",1257.87,laptops,jumia,,2026-06-12T15:39:50.488216,
Vivo Y21d 128Go 6Go RAM | PRIX,1377.22,smartphones,micromagma,,2026-06-12T15:39:51.891986,
Sony Xperia 1 VII 256Go 12Go RAM | PRIX,11684.04,smartphones,micromagma,,2026-06-12T15:39:52.174663,
Smart TV QLED 4K 65'' - Garantie 24 Mois,8238.15,tv,jumia,,2026-06-12T15:39:57.755265,
"Stylets universel, crayon tactile intelligent à double usage",49.81,smartphones,jumia,,2026-06-12T15:40:00.845741,
TV A 32 2026,1556.11,tv,jumia,,2026-06-12T15:40:01.427717,
"Redmi Pad Pro - 12.1""- 6GB + 128GB – Wifi only – Graphite Grey",2972.92,smartphones,jumia,,2026-06-12T15:40:04.549942,
PC Portable ELITEBOOK X360 G7-1040 -10810U -INTEL CORE I5-10éme -8GB- 256GB SSD- FHD Rotation Tactil,3825.92,laptops,jumia,,2026-06-12T15:40:04.841018,
pack de 4 cotton long short,146.09,vetements,jumia,,2026-06-12T15:40:05.121953,
Télévision AIWA webOS LED 32 pouces – Prix,1774.79,tv,micromagma,,2026-06-12T15:40:06.251732,
HP Victus 16 Ryzen 7 8845HS RTX 4070 1To 16Go RAM | PRIX,13630.47,laptops,micromagma,,2026-06-12T15:40:06.594002,
Mini Pc ProDesk 600 G3 i5 6éme génération 8Go 256Go SSD - Remis à neuf,1332.66,laptops,jumia,,2026-06-12T15:40:08.073930,
"Chargeur mural USB-C 20 W, puissance de sortie Type-C 20W, protection contre les courts-circuits, le",141.59,smartphones,jumia,,2026-06-12T15:40:08.776586,
Nothing CMF Phone 1 256Go 8G RAM PRIX,2676.53,smartphones,micromagma,,2026-06-12T15:40:14.194940,
unité centrale EliteDesk 800 G1-Intel Core i5- 8Go - 500 Go -REMIS A NEUF/,944.26,laptops,jumia,,2026-06-12T15:40:16.024667,
MSI Modern 14-B11MO 14 pouces I7 1195G7 512Go 16Go RAM,7329.06,laptops,micromagma,,2026-06-12T15:40:17.769571,
"Ultraportable Latitude E5490 - 14"" - Intel Core i5 - 8ème génération - 8 Go RAM - 256 Go SSD - Windo",2208.22,laptops,jumia,,2026-06-12T15:40:18.996963,
Top Pour Femmes Viscose - Kaki,117.26,vetements,jumia,,2026-06-12T15:40:19.351767,
Infinix Hot 60i 256Go 8Go RAM | Prix,1461.91,smartphones,micromagma,,2026-06-12T15:40:20.952417,
HP Elite 800 G9 i7 12700 512Go 16Go RAM 5V8U2EA – Prix,16018.78,laptops,micromagma,,2026-06-12T15:40:21.240515,
Bracelet noir silicone remplacement pour Xiaomi mi band 3/4,33.91,smartphones,jumia,,2026-06-12T15:40:22.852161,
Mblu 21 - 6GB + 128 GB - TITAN BLACK,828.89,smartphones,jumia,,2026-06-12T15:40:23.130582,
Smart TV HD 32'' - Garantie 24 Mois,1450.86,tv,jumia,,2026-06-12T15:40:26.512891,
Honor 90 Lite 256Go 8Go RAM | PRIX,1496.71,smartphones,micromagma,,2026-06-12T15:40:28.295559,
Samsung Galaxy Z Fold 7 256Go 12Go RAM | PRIX,11196.37,smartphones,micromagma,,2026-06-12T15:40:28.863373,
Apple iPhone 17 512Go | PRIX,10600.16,smartphones,micromagma,,2026-06-12T15:40:35.509263,
Top Pour Femmes - Écru,144.51,vetements,jumia,,2026-06-12T15:40:37.352238,
Galaxy A17 - 4 Go + 128 Go - Noir - 2 ans de garantie,1507.67,smartphones,jumia,,2026-06-12T15:40:37.698364,
Pantalon Jean Charlie - Gris Foncé,133.07,vetements,jumia,,2026-06-12T15:40:41.320517,
Télévision 85 4K Smart Android Tv + Récepteur intégré + TNT,18658.03,tv,jumia,,2026-06-12T15:40:45.410790,
Xiaomi Redmi 15C 5G 128Go 8Go RAM – Prix,1196.55,smartphones,micromagma,,2026-06-12T15:40:46.596502,
Sweat-Shirt Basique Épais À Col Rond Et Coupe Oversize Pour Femme – V2697AZ.,102.74,vetements,jumia,,2026-06-12T15:40:48.337506,
"32 HD Smart tv Système WhaleOS, Dolby Audio, Récepteur Intégré, TNT HD + Support Gratuit",1271.1,tv,jumia,,2026-06-12T15:40:48.934874,
Xiaomi Poco C40 64Go 4Go RAM – Prix,1012.29,smartphones,micromagma,,2026-06-12T15:40:51.099126,
"PC Portable Probook 650 Core i5 G2 - 5ème Génération - 256Gb SSD - 8GB RAM - Écran 15.6"" - GARANTIE",2175.75,laptops,jumia,,2026-06-12T15:40:52.928374,
Google Pixel 8 256Go 8Go RAM | PRIX,3215.16,smartphones,micromagma,,2026-06-12T15:40:54.369122,
Unité central ProDesk 400G3 MT i7-6700/16Go RAM/256Go SSD+500Go HDD -remis à neuf,3174.31,laptops,jumia,,2026-06-12T15:40:56.324517,
"IdeaPad Slim 5 14IMH9 Ultra 7-155H 14"" WUXGA - 16 Go + 512 Go SSD - Win 11 Home CLOUD GREY - Neuf -",11001.88,laptops,jumia,,2026-06-12T15:40:56.623069,
Optiplex 3040 SFF Core i5-6500 I 8Go I 256Go SSD ( Remis à Neuf ),1000.19,laptops,jumia,,2026-06-12T15:40:59.840238,
Redmi 15C 8GB 256GB Twilight Orange,1457.82,smartphones,jumia,,2026-06-12T15:41:00.543897,
Honor Magic 8 5G Lite 512Go 8Go RAM sans chargeur – Prix,3305.48,smartphones,micromagma,,2026-06-12T15:41:02.236800,
"Power Bank Bipow Pro 20000mAh 22.5W Charge Rapide PD, QC3.0",447.46,smartphones,jumia,,2026-06-12T15:41:03.727776,
Chemise Tunique À Manches Longues En Popeline Coupe Décontractée Pour Femme - B8314AX,156.59,vetements,jumia,,2026-06-12T15:41:08.394796,
Téléviseur ITEL TV G3250 32 WIFI / Bluetooth Recpeteur Intégré | PRIX,1853.95,tv,micromagma,,2026-06-12T15:41:09.637659,
Apple MacBook Air 2022 M2 512Go 16Go RAM | PRIX,17233.14,laptops,micromagma,,2026-06-12T15:41:10.272386,
Ensemble Pyjama Top à manches longues et Pantalon,271.29,vetements,jumia,,2026-06-12T15:41:11.821053,
Motorola Edge 60 Pro 512Go 12Go RAM | PRIX,4761.48,smartphones,micromagma,,2026-06-12T15:41:13.359949,
"Google TV 55"" QLED Pro",6489.52,tv,jumia,,2026-06-12T15:41:15.293824,
OnePlus Nord 5 256Go 8Go RAM | PRIX,3829.67,smartphones,micromagma,,2026-06-12T15:41:17.596167,
"Téléviseur intelligent 42"" – HEVC Advance, Dolby Audio, HDMI, Ci+ - 2T-C42EG5MX",2397.02,tv,jumia,,2026-06-12T15:41:19.261085,
Power Bank 10000mAh Noir Batterie externe 324 A1237H11,251.83,smartphones,jumia,,2026-06-12T15:41:23.280266,
Télévision Echolink 32 Pouces – Prix,1302.74,tv,micromagma,,2026-06-12T15:41:25.094718,
A100C 6.6’’ – 6GB (2+4) RAM + 64 ROM – Gold,800.7,smartphones,jumia,,2026-06-12T15:41:26.297703,
"13.3"" - Macbook air - 8Go Ram - 128 SSD - macOS - Silver",1960.34,laptops,jumia,,2026-06-12T15:41:30.780477,
Samsung tv 55 gamme D Serie 7 4K UA55DU7000UXMV – Prix,5192.31,tv,micromagma,,2026-06-12T15:41:32.183288,
ThinkPad T480 i5-8250U -16Go 512Go SSD 14″- Remis a neuf,3469.35,laptops,jumia,,2026-06-12T15:41:33.999148,
Smart Tv BU8000 4K crystal UHD 55,5576.1,tv,jumia,,2026-06-12T15:41:34.601335,
Chaussettes Longues Coton Pour Femme - 3 Paires,61.48,vetements,jumia,,2026-06-12T15:41:37.685920,
Apple MacBook M3 Pro 2023 16 pouces 512Go 18Go RAM | PRIX,21274.05,laptops,micromagma,,2026-06-12T15:41:43.429226,
Redmi 15C 6GB 128GB Midnight Black,1376.55,smartphones,jumia,,2026-06-12T15:41:44.919905,
Robe Longue Polyvalente - Élégance et Confort pour Toutes - Robes Hijab,254.2,vetements,jumia,,2026-06-12T15:41:45.208210,
"Open Ear AC317 – Écouteurs Sans Fil Bluetooth 5.4 à Oreille Ouverte, Son Stéréo, 28h d’Autonomie, Ap",248.12,smartphones,jumia,,2026-06-12T15:41:48.976166,
HP ProBook 440 G11 Ultra 5 125H 14 pouces 512Go 8Go RAM 969J1ET | PRIX,10284.06,laptops,micromagma,,2026-06-12T15:41:51.288109,
Robe Sans Manches Ceinturée Fushia - R4850E25,78.75,vetements,jumia,,2026-06-12T15:41:53.068211,
Chargeur 25W Ultra rapide secteur officiel USB C avec câble USB C,142.73,smartphones,jumia,,2026-06-12T15:41:53.603645,
Samsung Galaxy A06 – Smartphone 6 Go RAM / 128 Go Stockage – Doré (Gold),1463.8,smartphones,marjane,,2026-06-12T15:41:54.242750,
Télévision KRÖHLER TV 32 pouces – Prix,1207.72,tv,micromagma,,2026-06-12T15:41:54.998142,
PULL EN MAILLE À MANCHES BOUFFANTES,434.37,vetements,zara,,2026-06-12T15:41:55.946114,
MINI SAC BRODERIES FANTAISIE,487.37,vetements,zara,,2026-06-12T15:41:56.509556,
"Montre intelligente S20 PRO MAX Ultra + écouteurs, NFC, pression artérielle, sport + écouteurs",101.27,smartphones,jumia,,2026-06-12T15:41:57.067745,
Robe Tricotée e Femme Col Rond Manches Courtes - Violet.,64.79,vetements,jumia,,2026-06-12T15:41:57.372381,
MacBook Pro 16'' 1 To SSD 36 Go Puce M3 Pro CPU 12 coeurs GPU 18 coeurs Noir Sideral QWERTY,44087.34,laptops,jumia,,2026-06-12T15:42:01.126832,
ASUS ExpertBook P5405CSA-NZ0409X Ultra 5-226V 14 pouces 512Go 16Go RAM 90NX0861-M00HY0 | PRIX,13725.13,laptops,micromagma,,2026-06-12T15:42:02.366141,
BLOUSE BIMATIÈRE CROCHET,483.23,vetements,zara,,2026-06-12T15:42:03.782900,
235 4G pourpre,277.72,smartphones,jumia,,2026-06-12T15:42:04.064849,
Acer Aspire 5 15 A515-57-72NU i7-12650H 32 GB RAM 1024 GB SSD – Prix,7420.12,laptops,micromagma,,2026-06-12T15:42:06.163418,
OPPO A5X 128G 4G RAM | PRIX,1056.65,smartphones,micromagma,,2026-06-12T15:42:06.507632,
Samsung Smart TV 40 Pouces Full HD 40T5300 Egypte | PRIX,2786.2,tv,micromagma,,2026-06-12T15:42:09.921917,
PC BUREAU PRODESK 600 G3-Intel Core i5 6ème génération -8Go -256 Go SSD -Remis à neuf,1342.04,laptops,jumia,,2026-06-12T15:42:11.415196,
EliteDesk 600 G3 Mini Core i7-6700T - 8Go - 256Go SSD ( Remis à Neuf ),1730.22,laptops,jumia,,2026-06-12T15:42:12.058200,
PANTALON STYLE PYJAMA FLUIDE ZW COLLECTION,508.49,vetements,zara,,2026-06-12T15:42:15.009300,
PC PORTABLE Latitude 7480 -INTEL COR i5- RAM 8Go - 256Go SSD-SOURIS WIFI GRATUIT -GARANTIE 6 MOIS- R,2191.12,laptops,jumia,,2026-06-12T15:42:15.597375,
ZTE Blade A36 64Go 12Go RAM (4+8GB RAM) – Prix,820.37,smartphones,micromagma,,2026-06-12T15:42:17.377019,
"Sat Smart TV 43 Android FHD Récepteur intégré et TNT, Qualité d'image exceptionnelle + Support gratu",1825.12,tv,jumia,,2026-06-12T15:42:19.452195,
Xiaomi Redmi 15 4G 128Go 6Go RAM – Prix,1520.56,smartphones,micromagma,,2026-06-12T15:42:20.909643,
EliteDesk 800 G3 SFF i5-6500 3.20GHz - 8Go DDR4- SSD 256Go- Remis a neuf,1294.84,laptops,jumia,,2026-06-12T15:42:23.273035,
Tecno Pova 7 4G 256Go 16Go RAM – Prix,1807.82,smartphones,micromagma,,2026-06-12T15:42:24.446811,
"43 QLED 4K UHD Smart TV Tizen Quantum HDR10+, Son OTS Lite, Design AirSlim + Support gratuit, 43Q68D",4916.33,tv,jumia,,2026-06-12T15:42:26.504768,
Oppo A5i 128Go 4Go RAM | PRIX,1252.31,smartphones,micromagma,,2026-06-12T15:42:28.456015,
"Chargeur compatible avec Huawei Band 6 7 8, pour Watch Fit, Fit 2, 3, Mini, 4X, Honor ES Smart Watch",73.31,smartphones,jumia,,2026-06-12T15:42:29.676320,
Ordinateur de bureau 600 G2 i3 6e Gén 8 Go - 500 Go [REMIS A NEUF],741.03,laptops,jumia,,2026-06-12T15:42:30.030597,
iPad Pro M5 (2025) 256 Go Wi-Fi Noir Écran 11 Ultra Retina XDR OLED tactile - Wi-Fi 7 / Bluetooth 6,13615.57,smartphones,jumia,,2026-06-12T15:42:33.442386,
TOP FLUIDE MANCHES COURTES ZW COLLECTION,493.81,vetements,zara,,2026-06-12T15:42:37.111311,
"40"" Smart TV - FHD - Récepteur Intégré - Noir",7280.99,tv,jumia,,2026-06-12T15:42:37.746596,
"Esprimo Q920 Mini PC Core™ i5-4590T - 8Go, 500Go - Remis à Neuf",1428.11,laptops,jumia,,2026-06-12T15:42:41.520181,
Apple iPhone 17 Pro 256Go – Prix,13483.46,smartphones,micromagma,,2026-06-12T15:42:43.494575,
Sangle câble pour écouteurs Airpods earbuds TWS Anti-perte corde en Silicone Bluetooth,34.92,smartphones,jumia,,2026-06-12T15:42:45.270444,
Débardeur basique à col rond Coupe slim,57.81,vetements,jumia,,2026-06-12T15:42:45.587361,
Pantalon comfort - Rose,71.61,vetements,jumia,,2026-06-12T15:42:45.868873,
Huawei Mate 60 256Go 12Go RAM,6127.66,smartphones,micromagma,,2026-06-12T15:42:47.351987,
Redmi Note 15 Pro 8GB 256GB Black,3001.8,smartphones,jumia,,2026-06-12T15:42:49.196903,
Desktop 500,3633.32,laptops,jumia,,2026-06-12T15:42:49.507667,
Apple MacBook Pro 13 2022 M2 512Go 8Go RAM | PRIX,18977.5,laptops,micromagma,,2026-06-12T15:42:50.737016,
Honor X5c 128Go 4Go RAM | PRIX,1164.35,smartphones,micromagma,,2026-06-12T15:42:51.308457,
"Téléviseur intelligent HD 32 pouces avec Google TV, Dolby Audio, Bluetooth et Wi-Fi. Trouvez votre",1362.14,tv,jumia,,2026-06-12T15:42:53.208323,
Redmi Note 15 6GB 128GB Glacier Blue,2047.83,smartphones,jumia,,2026-06-12T15:42:57.085809,
Apple iPhone 13 Pro 256Go | PRIX,4589.95,smartphones,micromagma,,2026-06-12T15:42:58.613021,
JUPE-PANTALON Z1975 EN JEAN CROISÉE,415.78,vetements,zara,,2026-06-12T15:43:00.001837,
Smart TV 65 pouces 4K Android 14 + 1 an Smartx2,5247.7,tv,jumia,,2026-06-12T15:43:00.330528,
GAMER ProDesk 400G3 MT i7-6700/16Go RAM/256Go SSD+500Go HDD/GT730 -remis à neuf,3352.18,laptops,jumia,,2026-06-12T15:43:00.633206,
Robe Femme Blue,205.98,vetements,jumia,,2026-06-12T15:43:00.947289,
Huawei IdeaHub B2 86 Pouces 55150705 – Prix,21904.62,tv,micromagma,,2026-06-12T15:43:02.190354,
BASKET EN CUIR SPORT,668.61,vetements,zara,,2026-06-12T15:43:03.082901,
Pc Portable Elitebook X360 G2 I5-7éme -16GB- 256GB SSD - Tactile - Remis À Neuf,3333.43,laptops,jumia,,2026-06-12T15:43:04.020829,
precision 5680-i9 13900H-32GB-1TB SSD+1TB SSD-Azerty-Win 11Pro-Garantie 24 Mois-Gris,49498.03,laptops,jumia,,2026-06-12T15:43:07.848679,
Casque Stéréo Bluetooth 5.0 avec micro d'Appels et de Musique et sport,70.19,smartphones,jumia,,2026-06-12T15:43:08.414058,
Infinix Note Edge 256Go 8Go RAM – Prix,2743.28,smartphones,micromagma,,2026-06-12T15:43:18.107984,
"MacBook Air M1 2020 Retina - 13.3"" - M1 Chip - 8GB RAM + 256GB SSD - Windows - Batterie 10h - Remis",5710.46,laptops,jumia,,2026-06-12T15:43:19.327631,
"65"" Smart TV - 4K Ultra HD - Android 9.0 - Ethernet - Wifi - FrameLess - Noir",15085.98,tv,jumia,,2026-06-12T15:43:19.643278,
PC Portable ELITEBOOK 840 G8 - INTEL CORE I7-11ème GÉNÉRATION - 32GB - 512GB SSD - FHD - CARTABLE ET,6605.3,laptops,jumia,,2026-06-12T15:43:19.936984,
FOULARD EN SOIE À IMPRIMÉ FANTAISIE,288.72,vetements,zara,,2026-06-12T15:43:22.825281,
"Smart TV 50"" Android 14 4K UHD - Récepteur Intégré + TNT + HDMI + USB - Nouveau modèle",2893.29,tv,jumia,,2026-06-12T15:43:23.198967,
"Smart Google TV 32"" Android HD - Récepteur intégré + TNT + HDMI + USB - Garantie 1 An",1446.0,tv,jumia,,2026-06-12T15:43:23.510190,
Asus Zenbook Pro 14 UX6404V I7 13700H RTX 4060 8Go 1To 16Go RAM | PRIX,18320.54,laptops,micromagma,,2026-06-12T15:43:24.956933,
Google Pixel 9 128Go 12Go RAM – Prix,5094.18,smartphones,micromagma,,2026-06-12T15:43:25.503131,
BERMUDA EN DENIM TRF MOM FIT TAILLE HAUTE,381.53,vetements,zara,,2026-06-12T15:43:25.793158,
"Veste De Parachute Pour Femme, Col Roulé Court, Style Jeune - B8311AX",106.6,vetements,jumia,,2026-06-12T15:43:26.682225,
Mini ThinkCentre M93P Intel CORE -320Go HDD- 4Go Ram-WIFI - Remis à neuf,863.88,laptops,jumia,,2026-06-12T15:43:27.023910,
HP ProBook 440 G9 UMA i5-1235U 14 pouces 512Go 8Go RAM 6Q834ES | PRIX,10649.01,laptops,micromagma,,2026-06-12T15:43:29.247020,
HP EliteBook 830 G11 13.3 pouces 512Go 16Go RAM A36Z0ET – Prix,18820.76,laptops,micromagma,,2026-06-12T15:43:32.250821,
Pull Pour Femmes - Beige,147.83,vetements,jumia,,2026-06-12T15:43:34.373165,
"Redmi 15C 6.9"" – 4GB + 128GB - Midnight Black",1228.16,smartphones,jumia,,2026-06-12T15:43:34.749208,
ZTE nubia Z80 Ultra 512Go 16Go RAM – Prix,9080.59,smartphones,micromagma,,2026-06-12T15:43:35.893419,
Apple iPhone 16 Pro 128Go 8Go RAM | PRIX,9102.21,smartphones,micromagma,,2026-06-12T15:43:36.184861,
HP 15 i3-1315U 15.6 pouces 256Go 8Go RAM B63KXEA – Prix,6258.51,laptops,micromagma,,2026-06-12T15:43:36.468139,
BODY BIMATIÈRE T-SHIRT COURT,208.57,vetements,zara,,2026-06-12T15:43:36.750340,
"Sweat-Shirt Épais À Col Rond Et Imprimé Au Dos, Coupe Ample, Pour Femme - E1488AX",143.0,vetements,jumia,,2026-06-12T15:43:37.634824,
"Optiplex 3020 MT intel G1820 - RAM 4Go - HDD 500Go avec Ecran Dell 22"" - Remis à Neuf",1462.76,laptops,jumia,,2026-06-12T15:43:37.919626,
Honor Magic 8 Pro 512Go 16Go RAM – Prix,9618.5,smartphones,micromagma,,2026-06-12T15:43:39.685046,
Apple MacBook Air 15.3 pouces M3 CPU 8 cœurs GPU 10 cœurs 256Go SSD 8Go RAM | PRIX,13007.84,laptops,micromagma,,2026-06-12T15:43:40.076295,
"Spark 40C - 6,6'' 128Go + RAM 4GB jusqu'à 16 Go - 6000MAh – Blue",1075.54,smartphones,jumia,,2026-06-12T15:43:41.812764,
Xiaomi Redmi Note 15 5G 256Go 8Go RAM – Prix,2184.57,smartphones,micromagma,,2026-06-12T15:43:46.974510,
HP Elite x360 830 G10 i7-1355U Hybrid 13.3 pouces 1To 16Go RAM 96Z52ET | PRIX,25616.93,laptops,micromagma,,2026-06-12T15:43:47.260195,
HP VICTUS 16 AMD R7-7840HS 16 pouces RTX 4050 6Go 512Go 16Go RAM 845N6EA – Prix,16302.61,laptops,micromagma,,2026-06-12T15:43:47.542698,
Apple MacBook Pro M4 14 pouces CPU 10 Cœurs GPU 10 Cœur 512Go 16Go RAM – Prix,17369.05,laptops,micromagma,,2026-06-12T15:43:50.754501,
Top Pour Femmes - Beige,106.49,vetements,jumia,,2026-06-12T15:43:52.340203,
EliteBook 845 G7 AMD Ryzen™5 Pro 4650U I 16Go I 256Go SSD I Radeon Graphics I 14 FHD Remis à Neuf,3116.26,laptops,jumia,,2026-06-12T15:43:52.928554,
Pochette Cover pour iPad Pro 12.9 Inch Case 2022/2021/2020(6th/5th/4th Gen): Noir,251.0,smartphones,jumia,,2026-06-12T15:43:55.793235,
OPTIPLEX 3010-Intel Core i3-3240 (3.40 GHz)-4Go-250Go-Windows 7 Pro-Remis à neuf,364.72,laptops,jumia,,2026-06-12T15:43:56.357200,
Motorola Moto G56 256Go 8Go RAM | PRIX,1880.81,smartphones,micromagma,,2026-06-12T15:43:57.878080,
"Robe Femme Coupe Décontractée, Col Rond, Manches Longues En Mousseline - D0570AX",141.61,vetements,jumia,,2026-06-12T15:43:59.946215,
Télévision Vision 43 pouces WebOS 4K | PRIX,3227.28,tv,micromagma,,2026-06-12T15:44:01.438200,
HP Pro Tower 400 G9 i5-14500 512Go 8Go RAM 99Q79ET – Prix,9591.06,laptops,micromagma,,2026-06-12T15:44:01.799412,
Woman Regular Fit Shirt Neck Long Sleeve Tricot Tunic - Beige.,103.11,vetements,jumia,,2026-06-12T15:44:03.012874,
"43"" D-LED Google TV Résolution 4K Dolby Audio, HDR10, HDMI x4 + Support Gratuit",2871.3,tv,jumia,,2026-06-12T15:44:03.317557,
A100C 6.6’’ – 8GB (3+5) RAM +128 ROM – Noir,892.37,smartphones,jumia,,2026-06-12T15:44:03.647544,
Xiaomi Redmi Note 14 5G 256Go 8Go RAM | PRIX,1650.02,smartphones,micromagma,,2026-06-12T15:44:04.962957,
Samsung Galaxy S20+ Plus 128Go 8Go RAM | PRIX,1496.44,smartphones,micromagma,,2026-06-12T15:44:05.296918,
Magsafe Powerbank puissance sans fil magnétique,193.62,smartphones,jumia,,2026-06-12T15:44:06.810920,
Pc Portable ProBook x360 435 G8 Ryzen 7 Pro 5850U RAM 16Go DDR4 512Gb SSD QWERTY Tactile - REMIS A N,4420.76,laptops,jumia,,2026-06-12T15:44:07.149223,
Apple iMac 24 2024 M4 GPU 8 cœurs 256Go 16Go RAM | PRIX,15094.88,laptops,micromagma,,2026-06-12T15:44:08.745931,
"Chargeur Voiture Rétractable USB C Allume Cigare à Charge Rapide, Chargeur Polyvalent Noir avec Écla",126.04,smartphones,jumia,,2026-06-12T15:44:11.052634,
PC PORTABLE Thinkpad T470 Core i5 -RAM 8GB -256 SSD -7 ème Gén -Remis a Neuf/,2451.74,laptops,jumia,,2026-06-12T15:44:11.393461,
PC BUREAU 8300 PRO-i3 -8Go 500 HDD- souris+clavier GRATUIT-REMIS A NEUF,716.33,laptops,jumia,,2026-06-12T15:44:15.056462,
Woman Bomber Jacket - Ecru.,110.34,vetements,jumia,,2026-06-12T15:44:15.409257,
HP Z2 G9 TWR i7 14700 512Go 16Go RAM A2JL5ES – Prix,14950.86,laptops,micromagma,,2026-06-12T15:44:17.384841,
Xiaomi Redmi A5 128Go 4Go RAM | PRIX,1058.56,smartphones,micromagma,,2026-06-12T15:44:17.691511,
TIZEN Tv 32” 32T8000 - Nouveau modèle,1212.82,tv,jumia,,2026-06-12T15:44:19.287772,
"ThinkPad L390 Core i5-8565U 8éme Gen 8Go / 256Go SSD 13.3"" FHD AZERTY ( Remis à Neuf )",2262.22,laptops,jumia,,2026-06-12T15:44:19.664371,
Samsung Galaxy S25 256Go 12Go RAM | PRIX,7186.38,smartphones,micromagma,,2026-06-12T15:44:21.625858,
Redmi Note 15 Pro 8GB 256GB Titanium Color,3097.06,smartphones,jumia,,2026-06-12T15:44:26.422097,
"PC Portable Probook 650 Core i3 G3- 7ème Génération- 256Gb SSD- 8GB RAM -Ecran 15.6""- GARANTIE 6 MOI",1856.3,laptops,jumia,,2026-06-12T15:44:30.249407,
"55 Smart Tv 4K UHD, Google TV, Dolby Audio, HDR, connectivité complète",3324.43,tv,jumia,,2026-06-12T15:44:30.540790,
"Gilet En Maille Basique À Col Polo Et Boutons Pour Femme, Coupe Classique - E2289AX",235.47,vetements,jumia,,2026-06-12T15:44:30.792717,
Apple MacBook Air 2020 M1 256 Go 16Go RAM 13 pouces | PRIX,6559.28,laptops,micromagma,,2026-06-12T15:44:31.997503,
pack de 1 Débardeur,38.22,vetements,jumia,,2026-06-12T15:44:34.231964,
Xiaomi 15 Ultra 512Go 16Go RAM | PRIX,8879.1,smartphones,micromagma,,2026-06-12T15:44:36.087408,
PANTALON CARGO COUTURES,485.05,vetements,zara,,2026-06-12T15:44:36.968206,
"65"" GOOGLE TV - 4K UHD Smart Officiel, Dolby AUDIO, HDR10, Qualité japonaise, garantie 2 ans + Suppo",5990.44,tv,jumia,,2026-06-12T15:44:37.597522,
"Pro 5 Écouteurs stéréo Sans Fil, Touch Control Compatible IOS Et Android",82.49,smartphones,jumia,,2026-06-12T15:44:38.080135,
Apple MacBook Pro 2023 14 pouces M3 Max 1To 36Go RAM | PRIX,34038.54,laptops,micromagma,,2026-06-12T15:44:39.419818,
Jean Délavé Coupe Droite Taille Haute Longueur Cheville Pour Femme - D8103AX,151.18,vetements,jumia,,2026-06-12T15:44:42.009354,
OPPO RENO 13F 5G 256Go 8Go RAM | PRIX,2731.69,smartphones,micromagma,,2026-06-12T15:44:43.573605,
Coque MagSafe mate pour Samsung Galaxy S26 Ultra 5G,102.18,smartphones,jumia,,2026-06-12T15:44:45.292372,
Pantacourt à coupe droite,72.82,vetements,jumia,,2026-06-12T15:44:45.638584,
Adaptateur OTG Type C pour chargeur iPhone iOS et écoute audio pour casque - Convertisseur USB-C ver,49.08,smartphones,jumia,,2026-06-12T15:44:48.956279,
Smart TV 43'' modèle 2025 - UA73 4K Ultra HD - Assistance intelligence artificielle - HDR10 PRO - We,3876.62,tv,jumia,,2026-06-12T15:44:49.317408,
Xiaomi Poco X7 Pro 256Go 8Go RAM Avec Chargeur| PRIX,3492.35,smartphones,micromagma,,2026-06-12T15:44:51.109846,
Casque Bluetooth Tune 520BT – Noir,494.87,smartphones,jumia,,2026-06-12T15:44:52.975178,
Dynabook Tecra A40-G - Intel Core i3-10e Génération - 14 pouces - 8Go RAM - 128Go SSD- Remis a neuf,1663.26,laptops,jumia,,2026-06-12T15:44:53.287381,
T-shirt femme imprimé à col rond et manches courtes - Corail clair,35.33,vetements,jumia,,2026-06-12T15:44:57.328623,
Apple MacBook Pro 14 M5 CPU 10 Cœurs GPU 10 Cœurs 1To 32Go RAM – Prix,25546.09,laptops,micromagma,,2026-06-12T15:44:58.862806,
Samsung Galaxy Z Flip 7 256Go 12Go RAM – Prix,7409.14,smartphones,micromagma,,2026-06-12T15:45:02.327126,
Apple Macbook Pro 16 2024 M4 Max CPU 16 cœurs GPU 40 cœurs 1To 48Go RAM – Prix,38177.0,laptops,micromagma,,2026-06-12T15:45:02.933925,
TOP CÔTELÉ À BRETELLES,147.04,vetements,zara,,2026-06-12T15:45:03.221025,
MANTEAU CEINTURÉ EN LIN ZW COLLECTION,1519.41,vetements,zara,,2026-06-12T15:45:03.550235,
"50 QLED 4K UHD Smart Google TV, Dolby Vision, HDR10+, HDMI x4, 2 ans garantie + Support Gratuit, H50",4104.44,tv,jumia,,2026-06-12T15:45:04.750780,
Xiaomi 17 Ultra 512Go 16Go RAM – Prix,13433.84,smartphones,micromagma,,2026-06-12T15:45:06.210464,
Pull Pour Femme - Bleu,165.34,vetements,jumia,,2026-06-12T15:45:07.914361,
Câble de charge magnétique pour smart Watch,29.0,smartphones,jumia,,2026-06-12T15:45:11.895046,
Pantalon de pyjama de Fall in Love,73.07,vetements,jumia,,2026-06-12T15:45:12.497366,
Acer Aspire proff i7 11th 2022 16g ram 512g ssd pos 15.6 ful hd 1080p,4532.6,laptops,micromagma,,2026-06-12T15:45:13.777326,
"TV 32 HD Récepteur Intégré ,TNT, HDMI, USB + Support Mural",893.06,tv,jumia,,2026-06-12T15:45:15.688530,
EliteBook G5 830 I5 8eme RAM 16Go 256Go SSD 14'' FHD Remis à neuf,3002.32,laptops,jumia,,2026-06-12T15:45:19.426968,
